DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;P3;P4005;P4015;P8520S3;P8520S5
7003919;1;1;1;1;4;1;2
7003920;1;1;1;1;4;1;1
7003921;1;1;1;1;4;1;1
7003922;1;1;1;1;4;1;1
7003924;1;1;1;1;6;1;1
7003925;1;1;1;1;4;1;1
7003926;1;1;1;1;4;1;1
7003929;1;1;1;1;6;2;1
7003933;1;1;1;1;4;2;1
7003934;1;1;1;1;4;2;1
7003936;1;1;1;1;6;2;1
7003937;1;1;1;1;6;2;1
7003938;1;1;1;1;4;2;1
7003941;1;1;1;1;6;2;1
7003942;1;1;1;1;6;2;1
7003944;1;1;1;1;6;2;1
7003950;1;1;1;1;4;1;1
7003951;1;1;1;1;4;1;1
7003952;1;1;1;1;4;1;1
7003953;1;1;1;1;4;1;1
7003954;1;1;1;1;6;1;1
7003955;1;1;1;1;4;1;1
7003956;1;1;1;1;4;1;1
7003957;1;1;1;1;6;1;1
7003958;1;1;1;1;4;1;1
7003959;1;1;1;1;4;1;1
7003960;1;1;1;1;7;1;1
7003962;1;1;1;1;4;1;1
7003963;1;1;1;1;4;1;1
7003964;1;1;1;1;4;1;1
7003965;1;1;1;1;4;1;1
7003966;1;1;1;1;4;1;1
7003967;1;1;1;1;6;1;1
7003968;1;1;1;1;6;1;1
7003969;1;1;1;1;4;1;1
7003970;1;1;1;1;4;1;1
7003971;1;1;1;1;6;1;1
7003972;1;1;1;1;4;1;1
7003973;1;1;1;1;4;1;1
7003974;1;1;1;1;4;1;1
7003975;1;1;1;1;4;1;1
7003976;1;1;1;1;6;1;1
7003977;1;1;1;1;6;1;1
7003978;1;1;1;1;4;1;1
7003979;1;1;1;1;4;1;1
7003980;1;1;1;1;6;1;1
7003981;1;1;1;1;4;1;1
7003982;1;1;1;1;4;1;1
7003984;1;1;1;1;4;1;1
7003985;1;1;1;1;4;1;1
7003986;1;1;1;1;4;1;1
7003987;1;1;1;1;4;1;1
7003988;1;1;1;1;4;1;1
7003990;1;1;1;1;6;2;1
7003992;1;1;1;1;4;2;1
7003993;1;1;1;5;7;2;1
7003994;1;1;1;5;7;2;1
7003995;1;1;1;1;6;2;1
7003996;1;1;1;1;4;2;1
7003998;1;1;1;1;6;2;1
7003999;1;1;1;1;4;2;1
7004000;1;1;1;1;6;2;1
7004001;1;1;1;5;7;2;1
7004002;1;1;1;1;4;2;1
7004003;1;1;1;1;6;2;1
7004005;1;1;1;1;6;2;1
7004006;1;1;1;1;4;2;1
7004007;1;1;2;1;6;2;2
7004008;1;1;2;1;4;2;2
7004010;1;1;2;1;4;2;2
7004012;1;1;2;1;6;2;2
7004014;1;1;2;1;6;2;2
7004015;1;1;2;1;6;2;2
7004016;1;1;2;1;6;2;2
7004017;1;1;2;1;6;2;2
7004018;1;1;2;1;6;2;2
7004019;1;1;2;1;6;2;1
7004020;1;1;2;1;6;2;1
7004021;1;1;2;1;4;2;1
7004022;1;1;2;1;6;2;2
7004023;1;1;2;1;6;2;1
7004024;1;1;2;1;6;2;1
7004025;1;1;2;1;6;2;2
7004026;1;1;2;1;6;2;1
7004027;1;1;1;1;4;1;1
7004030;1;1;1;1;6;1;1
7004031;1;1;1;1;6;1;1
7004032;1;1;1;1;4;1;1
7004033;1;1;1;1;4;1;1
7004034;1;1;1;1;6;1;1
7004035;1;1;1;1;6;1;1
7004036;1;1;1;1;4;1;1
7004037;1;1;1;1;6;1;1
7004038;1;1;1;1;4;1;1
7004039;1;1;1;1;4;1;1
7004040;1;1;1;1;4;1;1
7004041;1;1;1;1;6;1;1
7004042;1;1;1;1;4;1;1
7004044;1;1;1;1;4;1;1
7004045;1;1;1;1;6;1;1
7004046;1;1;1;1;6;1;1
7004047;1;1;1;1;7;1;1
7004048;1;1;1;4;6;2;2
7004049;1;1;1;1;4;1;1
7004052;1;1;1;1;4;1;1
7004053;1;1;1;1;4;1;1
7004054;1;1;1;1;1;1;1
7004055;1;1;1;1;4;1;1
7004056;1;1;1;1;4;1;1
7004062;1;1;1;1;1;1;1
7004063;1;1;1;1;4;1;1
7004064;1;1;1;1;4;1;1
7004065;1;1;1;1;4;1;1
7004066;1;1;1;1;4;1;1
7004071;1;1;1;1;4;1;1
7004072;1;1;1;1;4;1;1
7004073;1;1;1;1;6;2;1
7004074;1;1;1;1;4;2;1
7004075;1;1;1;1;4;1;1
7004076;1;1;1;1;4;1;1
7004077;1;1;1;1;4;1;1
7004079;1;1;1;1;4;1;1
7004081;1;1;1;1;4;1;1
7004082;1;1;1;1;4;1;1
7004083;1;1;1;1;4;1;1
7004084;1;1;1;1;4;1;1
7004085;1;1;1;1;4;1;1
7004086;1;1;1;1;4;1;1
7004087;1;1;1;1;6;1;1
7004088;1;1;1;1;4;1;1
7004089;1;1;1;1;4;1;1
7004090;1;1;1;1;4;1;1
7004091;1;1;1;1;4;1;1
7004092;1;1;1;1;4;1;1
7004093;1;1;1;1;4;1;1
7004095;1;1;1;1;4;1;1
7004097;1;1;1;1;4;1;1
7004098;1;1;1;1;4;1;1
7004099;1;1;1;1;4;1;1
7004100;1;1;1;1;4;1;1
7004101;1;1;1;1;4;1;1
7004102;1;1;1;1;4;1;1
7004104;1;1;1;1;6;1;1
7004106;1;1;1;1;4;1;1
7004107;1;1;1;1;4;1;1
7004108;1;1;1;1;6;1;1
7004110;1;1;1;1;4;1;1
7004111;1;1;1;1;4;1;1
7004112;1;1;1;1;4;1;1
7004113;1;1;1;1;4;1;1
7004114;1;1;1;1;6;1;1
7004115;1;1;1;1;4;1;1
7004116;1;1;1;1;4;1;1
7004117;1;1;1;1;6;1;1
7004118;1;1;1;1;6;1;1
7004119;1;1;1;1;4;1;1
7004120;1;1;1;1;4;1;1
7004121;1;1;1;1;4;1;1
7004122;1;1;1;1;4;1;1
7004123;1;1;1;1;6;1;1
7004124;1;1;1;1;4;1;1
7004125;1;1;1;1;4;1;1
7004126;1;1;1;1;4;1;1
7004127;1;1;1;1;4;1;1
7004128;1;1;1;1;4;1;1
7004129;1;1;1;1;4;1;1
7004130;1;1;1;1;4;1;1
7004131;1;1;1;1;4;1;1
7004132;1;1;1;1;4;1;1
7004133;1;1;1;1;3;1;1
7004134;1;1;1;1;4;1;1
7004135;1;1;1;1;4;1;1
7004136;1;1;1;1;4;1;1
7004137;1;1;1;1;5;1;1
7004138;1;1;1;1;4;1;1
7004139;1;1;1;1;4;1;1
7004141;1;1;1;1;4;1;1
7004142;1;1;1;1;4;1;1
7004143;1;1;1;1;6;1;1
7004144;1;1;1;1;4;1;1
7004145;1;1;1;1;4;1;1
7004146;1;1;1;1;4;1;1
7004147;1;1;1;1;6;1;1
7004148;1;1;1;1;6;1;1
7004149;1;1;3;1;6;2;2
7004151;1;1;3;8;7;2;2
7004152;1;1;3;6;6;2;2
7004153;1;1;3;4;7;2;2
7004154;1;1;3;7;7;2;2
7004155;1;1;3;1;6;2;2
7004156;1;1;3;1;6;2;2
7004157;1;1;3;8;6;2;2
7004158;1;1;3;7;7;2;2
7004159;1;1;1;1;4;1;1
7004160;1;1;1;1;4;1;1
7004161;1;1;1;1;4;1;1
7004162;1;1;1;1;4;1;1
7004163;1;1;1;1;4;1;1
7004164;1;1;1;1;4;1;1
7004165;1;1;1;1;4;1;1
7004166;1;1;1;1;4;1;1
7004167;1;1;1;1;4;1;1
7004170;1;1;1;1;4;1;1
7004171;1;1;1;1;4;1;1
7004172;1;1;1;1;4;1;1
7004173;1;1;1;1;4;1;1
7004174;1;1;1;1;4;1;1
7004175;1;1;1;1;6;1;1
7004176;1;1;2;1;6;2;1
7004177;1;1;2;1;6;2;1
7004178;1;1;2;1;6;2;1
7004179;1;1;2;1;6;2;1
7004180;1;1;2;1;4;2;1
7004181;1;1;2;1;4;2;1
7004182;1;1;2;1;4;2;1
7004183;1;1;2;1;4;2;1
7004184;1;1;2;1;4;2;1
7004185;1;1;2;1;4;2;1
7004186;1;1;2;1;4;2;1
7004187;1;1;2;1;4;2;1
7004188;1;1;2;1;4;2;1
7004189;1;1;2;1;6;2;1
7004190;1;1;2;1;4;2;1
7004191;1;1;2;1;4;2;1
7004192;1;1;2;1;6;2;2
7004193;1;1;2;1;4;2;1
7004194;1;1;2;1;6;2;1
7004195;1;1;2;1;7;2;1
7004196;1;1;2;1;7;2;1
7004198;1;1;1;1;4;1;1
7004199;1;1;1;1;4;1;1
7004200;1;1;1;1;4;1;1
7004201;1;1;1;1;4;1;1
7004202;1;1;1;1;4;1;1
7004203;1;1;1;1;6;1;1
7004204;1;1;1;1;6;1;1
7004205;1;1;1;1;6;1;1
7004206;1;1;1;1;4;1;1
7004207;1;1;1;1;4;1;1
7004208;1;1;1;1;4;1;1
7004209;1;1;1;1;4;1;1
7004210;1;1;1;1;4;1;1
7004211;1;1;2;1;4;2;2
7004212;1;1;2;1;6;2;1
7004213;1;1;2;1;6;2;1
7004215;1;1;1;1;4;1;1
7004216;1;1;1;1;4;1;1
7004217;1;1;1;1;4;1;1
7004219;1;1;1;1;4;1;1
7004221;1;1;1;1;4;1;1
7004223;1;1;1;1;4;1;1
7004224;1;1;1;1;4;1;1
7004225;1;1;1;1;4;1;1
7004226;1;1;1;1;4;1;1
7004227;1;1;1;1;4;1;1
7004228;1;1;1;1;4;1;1
7004229;1;1;1;1;4;1;1
7004230;1;1;1;1;4;1;1
7004231;1;1;1;1;1;1;1
7004232;1;1;1;1;4;1;1
7004233;1;1;1;1;4;1;1
7004234;1;1;1;1;4;1;1
7004236;1;1;1;1;4;1;1
7004237;1;1;1;1;6;1;1
7004238;1;1;1;1;6;1;1
7004239;1;1;1;1;4;1;1
7004240;1;1;1;1;6;2;1
7004241;1;1;1;1;6;2;1
7004242;1;1;1;4;6;2;1
7004243;1;1;1;1;4;2;1
7004244;1;1;1;1;6;1;1
7004245;1;1;1;1;4;1;1
7004246;1;1;1;1;6;1;1
7004247;1;1;1;1;6;1;1
7004249;1;1;1;1;6;1;1
7004250;1;1;1;1;6;1;1
7004252;1;1;3;1;6;2;1
7004253;1;1;3;7;7;2;1
7004254;1;1;3;1;6;2;1
7004255;1;1;3;7;7;2;1
7004256;1;1;3;1;6;2;1
7004258;1;1;3;1;6;2;1
7004260;1;1;3;3;7;2;1
7004261;1;1;1;1;4;1;1
7004262;1;1;1;1;6;1;1
7004263;1;1;1;1;4;1;1
7004264;1;1;1;1;4;2;2
7004265;1;1;1;1;6;2;2
7004266;1;1;1;1;6;2;2
7004267;1;1;1;1;4;2;2
7004268;1;1;1;1;4;2;2
7004270;1;1;1;1;4;2;2
7004271;1;1;1;5;6;2;2
7004272;1;1;1;1;4;2;2
7004273;1;1;1;1;4;2;2
7004274;1;1;1;1;4;2;2
7004275;1;1;1;1;4;2;2
7004276;1;1;1;1;4;2;2
7004277;1;1;1;1;4;2;2
7004278;1;1;1;1;4;2;2
7004280;1;1;1;1;4;2;2
7004281;1;1;1;1;4;1;1
7004282;1;1;1;1;4;1;1
7004283;1;1;1;1;4;1;1
7004284;1;1;1;1;4;2;2
7004285;1;1;1;1;4;1;1
7004286;1;1;1;1;4;1;1
7004287;1;1;1;1;4;2;2
7004288;1;1;1;1;4;1;1
7004290;1;1;1;5;4;2;2
7004291;1;1;1;1;4;2;2
7004292;1;1;1;1;4;2;2
7004293;1;1;1;1;4;2;2
7004294;1;1;1;5;6;2;2
7004295;1;1;1;1;4;2;1
7004296;1;1;1;5;6;2;2
7004297;1;1;1;1;5;2;2
7004299;1;1;1;1;4;2;2
7004300;1;1;1;1;4;1;1
7004302;1;1;1;1;4;2;2
7004303;1;1;1;1;4;2;2
7004304;1;1;1;1;4;2;2
7004305;1;1;1;1;4;2;2
7004306;1;1;1;1;4;1;2
7004307;1;1;1;1;4;2;2
7004308;1;1;1;1;4;1;1
7004309;1;1;1;1;4;1;1
7004311;1;1;1;5;4;2;2
7004312;1;1;1;1;4;2;2
7004313;1;1;1;1;4;2;2
7004314;1;1;1;5;4;1;2
7004315;1;1;1;1;2;1;1
7004316;1;1;1;1;4;1;2
7004317;1;1;1;1;4;1;2
7004318;1;1;1;1;4;1;1
7004319;1;1;1;1;4;1;1
7004320;1;1;1;1;4;1;1
7004321;1;1;1;1;6;1;1
7004322;1;1;1;1;6;1;1
7004324;1;1;1;1;6;1;1
7004325;1;1;1;3;7;1;1
7004326;1;1;1;3;7;1;1
7004327;1;1;1;1;4;1;1
7004328;1;1;1;1;4;1;1
7004329;1;1;1;1;4;1;1
7004330;1;1;1;1;4;1;1
7004332;1;1;1;1;4;1;1
7004333;1;1;1;3;6;1;1
7004334;1;1;1;1;4;1;1
7004336;1;1;1;1;4;1;1
7004337;1;1;1;1;6;1;1
7004339;1;1;1;6;4;1;1
7004340;1;1;1;1;4;1;1
7004341;1;1;1;6;4;1;1
7004342;1;1;1;1;4;2;1
7004343;1;1;1;1;4;1;1
7004344;1;1;1;1;6;1;1
7004345;1;1;1;1;6;2;1
7004346;1;1;1;1;6;2;1
7004347;1;1;1;1;6;2;1
7004348;1;1;1;1;6;1;1
7004349;1;1;1;1;4;1;1
7004350;1;1;1;1;4;1;1
7004351;1;1;1;1;4;1;1
7004352;1;1;1;1;6;1;1
7004353;1;1;1;1;6;1;1
7004354;1;1;1;1;6;1;1
7004355;1;1;1;1;4;1;1
7004356;1;1;2;1;6;2;1
7004357;1;1;2;1;4;2;1
7004358;1;1;2;1;6;2;1
7004359;1;1;1;1;4;1;1
7004360;1;1;1;1;4;1;1
7004361;1;1;1;1;6;1;1
7004362;1;1;1;1;6;1;1
7004363;1;1;1;1;6;1;1
7004364;1;1;1;1;6;1;1
7004365;1;1;2;1;4;2;2
7004366;1;1;2;4;7;2;2
7004367;1;1;2;3;6;2;1
7004369;1;1;2;1;6;2;1
7004371;1;1;2;1;4;2;2
7004372;1;1;2;1;6;2;1
7004373;1;1;2;1;4;2;2
7004374;1;1;2;1;7;2;2
7004375;1;1;2;1;4;2;1
7004376;1;1;2;1;4;2;2
7004377;1;1;3;1;6;2;2
7004378;1;1;3;1;4;2;2
7004379;1;1;3;1;4;2;2
7004380;1;1;3;1;6;2;2
7004381;1;1;3;1;4;1;1
7004383;1;1;3;1;4;2;1
7004384;1;1;3;1;6;1;1
7004385;1;1;3;1;6;1;1
7004386;1;1;3;1;6;2;2
7004387;1;1;3;6;6;2;2
7004388;1;1;3;5;7;2;2
7004389;1;1;3;1;6;2;2
7004390;1;1;3;1;6;2;1
7004392;1;1;3;1;4;2;1
7004395;1;1;3;1;6;2;2
7004396;1;1;3;1;4;2;2
7004397;1;1;1;1;6;1;1
7004398;1;1;1;1;6;1;1
7004399;1;1;1;1;6;1;1
7004400;1;1;1;1;6;1;1
7004401;1;1;1;1;6;1;1
7004402;1;1;1;1;6;1;1
7004403;1;1;1;1;4;1;1
7004404;1;1;1;1;6;1;1
7004405;1;1;1;1;6;1;1
7004406;1;1;1;1;6;2;1
7004407;1;1;1;1;6;1;1
7004408;1;1;1;1;6;2;1
7004409;1;1;1;1;6;1;1
7004410;1;1;1;1;6;1;1
7004411;1;1;1;1;4;1;1
7004412;1;1;1;1;6;1;1
7004413;1;1;1;1;6;1;1
7004414;1;1;1;1;6;1;1
7004415;1;1;1;1;6;1;1
7004416;1;1;1;1;4;1;1
7004417;1;1;1;1;6;1;1
7004419;1;1;1;1;6;1;1
7004420;1;1;3;1;6;2;1
7004421;1;1;3;1;6;2;1
7004422;1;1;3;5;7;2;2
7004423;1;1;3;1;6;2;2
7004424;1;1;3;1;6;2;2
7004425;1;1;3;8;6;2;2
7004426;1;1;3;5;6;2;2
7004427;1;1;3;5;6;2;2
7004428;1;1;3;8;7;2;2
7004429;1;1;3;5;6;2;2
7004430;1;1;1;1;4;1;1
7004431;1;1;1;1;4;1;1
7004432;1;1;1;1;4;1;1
7004433;1;1;1;1;1;1;1
7004434;1;1;1;1;4;1;1
7004435;1;1;1;1;4;1;1
7004437;1;1;1;1;2;1;1
7004438;1;1;1;1;4;1;1
7004439;1;1;1;1;4;1;1
7004440;1;1;1;1;1;1;1
7004441;1;1;1;1;4;1;1
7004442;1;1;1;1;4;1;1
7004443;1;1;1;1;4;1;1
7004446;1;1;1;1;4;1;1
7004447;1;1;1;1;4;1;1
7004448;1;1;1;1;4;1;1
7004449;1;1;1;1;4;1;1
7004450;1;1;1;1;4;1;1
7004451;1;1;1;1;4;1;1
7004452;1;1;1;1;4;1;1
7004453;1;1;1;1;4;1;1
7004454;1;1;1;1;4;1;1
7004455;1;1;1;1;6;1;1
7004457;1;1;1;1;4;1;1
7004458;1;1;1;1;4;1;1
7004459;1;1;1;1;4;1;1
7004461;1;1;1;1;6;1;1
7004462;1;1;1;1;4;1;1
7004463;1;1;1;1;4;1;1
7004464;1;1;1;1;4;1;1
7004465;1;1;1;1;4;1;1
7004466;1;1;1;1;4;1;1
7004467;1;1;1;1;6;1;1
7004468;1;1;1;1;4;1;1
7004469;1;1;1;1;4;1;1
7004470;1;1;1;1;4;1;1
7004471;1;1;1;1;6;1;1
7004472;1;1;1;1;6;1;1
7004473;1;1;1;1;6;1;1
7004474;1;1;1;1;6;1;1
7004475;1;1;1;1;6;1;1
7004476;1;1;1;1;6;1;1
7004477;1;1;1;1;4;1;1
7004478;1;1;1;1;4;1;1
7004479;1;1;1;1;4;1;1
7004480;1;1;1;1;4;1;1
7004481;1;1;1;1;6;1;1
7004482;1;1;3;5;5;2;2
7004484;1;1;3;5;7;1;1
7004485;1;1;3;5;7;2;1
7004486;1;1;3;1;6;2;2
7004487;1;1;3;1;5;2;2
7004488;1;1;3;5;7;2;1
7004489;1;1;3;5;5;2;1
7004490;1;1;3;1;4;1;1
7004491;1;1;3;1;7;2;2
7004492;1;1;3;5;5;2;1
7004493;1;1;3;5;5;1;1
7004494;1;1;3;1;4;2;1
7004495;1;1;3;5;5;1;1
7004498;1;1;3;5;5;1;1
7004499;1;1;3;5;6;2;2
7004500;1;1;3;1;6;1;1
7004501;1;1;3;1;4;2;1
7004502;1;1;3;1;6;2;1
7004503;1;1;3;1;5;1;1
7004504;1;1;3;5;2;2;2
7004505;1;1;3;5;5;2;2
7004506;1;1;3;5;5;2;2
7004508;1;1;3;6;6;2;2
7004510;1;1;3;5;5;2;2
7004512;1;1;3;1;6;2;1
7004514;1;1;3;1;6;2;1
7004515;1;1;3;1;6;2;2
7004516;1;1;3;1;6;2;1
7004519;1;1;1;1;4;1;1
7004520;1;1;1;1;6;1;1
7004521;1;1;1;1;6;1;1
7004522;1;1;1;1;4;1;1
7004523;1;1;1;1;4;1;1
7004524;1;1;1;1;4;1;1
7004525;1;1;1;1;4;1;1
7004526;1;1;1;1;6;1;1
7004527;1;1;1;1;4;1;1
7004528;1;1;1;1;4;1;1
7004529;1;1;1;1;6;1;1
7004530;1;1;1;1;6;1;1
7004531;1;1;1;1;6;1;1
7004532;1;1;1;1;4;1;1
7004533;1;1;1;1;4;1;1
7004534;1;1;1;1;4;1;1
7004535;1;1;1;1;6;1;1
7004537;1;1;1;1;4;1;1
7004538;1;1;1;1;4;1;1
7004539;1;1;1;1;4;1;1
7004540;1;1;1;1;4;1;1
7004541;1;1;1;1;4;1;1
7004542;1;1;1;1;4;1;1
7004544;1;1;1;1;4;1;1
7004545;1;1;1;1;4;1;1
7004546;1;1;1;1;4;1;1
7004547;1;1;1;1;4;1;1
7004549;1;1;1;1;6;1;1
7004552;1;1;3;5;6;2;2
7004553;1;1;3;5;7;2;2
7004554;1;1;3;5;6;2;2
7004555;1;1;3;5;6;2;2
7004556;1;1;3;5;7;2;2
7004557;1;1;3;5;6;2;2
7004558;1;1;3;1;6;2;2
7004559;1;1;3;1;6;2;2
7004560;1;1;3;5;5;2;2
7004561;1;1;3;1;6;2;2
7004562;1;1;3;5;6;2;2
7004563;1;1;3;5;6;2;1
7004564;1;1;3;5;5;2;2
7004565;1;1;3;5;6;2;2
7004566;1;1;3;5;6;2;2
7004567;1;1;3;5;7;2;2
7004568;1;1;3;5;7;2;2
7004569;1;1;3;5;5;2;1
7004570;1;1;3;5;6;2;1
7004571;1;1;3;5;6;2;1
7004572;1;1;3;5;6;2;1
7004573;1;1;3;5;6;2;1
7004574;1;1;3;1;6;2;2
7004575;1;1;3;5;6;1;2
7004576;1;1;3;5;6;1;1
7004578;1;1;3;5;6;1;1
7004579;1;1;3;5;6;2;2
7004580;1;1;3;5;6;2;2
7004581;1;1;1;1;3;1;1
7004582;1;1;1;1;4;1;1
7004583;1;1;1;1;4;1;1
7004584;1;1;1;1;4;1;1
7004585;1;1;1;1;4;1;1
7004586;1;1;1;1;4;1;1
7004587;1;1;1;1;4;1;1
7004589;1;1;1;1;4;1;1
7004590;1;1;1;1;4;1;1
7004591;1;1;3;1;6;2;2
7004592;1;1;3;3;4;2;2
7004593;1;1;3;1;4;2;2
7004594;1;1;3;1;6;1;1
7004596;1;1;3;8;7;2;1
7004597;1;1;3;3;6;2;1
7004598;1;1;3;1;6;1;1
7004599;1;1;3;1;7;1;2
7004600;1;1;3;1;4;1;1
7004603;1;1;1;1;4;1;1
7004604;1;1;1;1;6;1;1
7004606;1;1;1;1;4;1;1
7004607;1;1;1;3;6;1;1
7004608;1;1;1;1;7;1;1
7004609;1;1;1;1;6;1;1
7004610;1;1;1;1;6;1;1
7004611;1;1;1;1;6;1;1
7004613;1;1;1;1;6;1;1
7004614;1;1;1;1;6;1;1
7004615;1;1;1;1;6;1;1
7004616;1;1;1;1;6;1;1
7004617;1;1;1;1;6;1;1
7004618;1;1;1;1;4;1;1
7004619;1;1;1;1;4;1;1
7004621;1;1;1;1;4;1;1
7004622;1;1;1;1;4;1;1
7004623;1;1;1;1;6;1;1
7004624;1;1;1;1;4;1;1
7004625;1;1;1;1;4;1;1
7004626;1;1;1;1;4;1;1
7004627;1;1;1;1;4;1;1
7004628;1;1;1;1;4;1;1
7004629;1;1;1;1;4;1;1
7004630;1;1;1;1;4;1;1
7004631;1;1;1;1;4;1;1
7004632;1;1;1;1;4;1;1
7004633;1;1;1;1;4;1;1
7004634;1;1;1;1;4;1;1
7004635;1;1;1;1;4;1;1
7004636;1;1;1;1;4;1;1
7004637;1;1;1;1;4;1;1
7004638;1;1;1;1;4;1;1
7004639;1;1;1;1;4;1;1
7004640;1;1;1;1;4;1;1
7004641;1;1;1;1;4;1;1
7004642;1;1;1;1;4;1;1
7004643;1;1;1;1;4;1;1
7004644;1;1;1;1;4;1;1
7004645;1;1;1;1;4;1;1
7004646;1;1;1;1;4;1;1
7004647;1;1;1;1;4;1;1
7004648;1;1;1;1;4;1;1
7004649;1;1;1;1;4;1;1
7004650;1;1;1;1;4;1;1
7004651;1;1;1;1;4;1;1
7004652;1;1;1;1;4;1;1
7004653;1;1;1;1;4;1;1
7004654;1;1;1;1;4;1;1
7004655;1;1;2;5;6;1;2
7004656;1;1;1;1;4;1;1
7004657;1;1;1;1;4;1;1
7004659;1;1;1;1;4;1;1
7004660;1;1;1;1;4;1;1
7004661;1;1;1;1;4;1;1
7004662;1;1;1;1;4;1;1
7004663;1;1;1;1;4;1;1
7004664;1;1;1;1;4;1;1
7004665;1;1;1;1;4;1;1
7004666;1;1;1;1;4;1;1
7004667;1;1;1;1;4;1;1
7004668;1;1;1;1;4;1;1
7004669;1;1;1;1;4;1;1
7004671;1;1;1;1;4;1;1
7004672;1;1;1;1;4;1;1
7004673;1;1;1;1;4;1;1
7004674;1;1;1;1;4;1;1
7004675;1;1;1;1;4;1;1
7004676;1;1;1;1;4;1;1
7004677;1;1;1;1;4;1;1
7004678;1;1;1;1;4;1;1
7004679;1;1;1;1;6;1;1
7004680;1;1;1;1;4;1;1
7004681;1;1;1;1;5;1;1
7004682;1;1;1;1;4;1;1
7004683;1;1;3;2;6;2;2
7004684;1;1;3;1;4;2;2
7004685;1;1;3;1;4;2;2
7004686;1;1;3;1;6;2;2
7004688;1;1;3;1;4;2;2
7004689;1;1;3;1;6;2;2
7004690;1;1;3;1;4;2;2
7004691;1;1;3;1;6;2;2
7004693;1;1;3;2;6;2;2
7004695;1;1;3;1;4;2;1
7004696;1;1;3;2;6;2;1
7004697;1;1;3;1;6;2;1
7004698;1;1;3;1;4;2;1
7004699;1;1;3;2;4;2;1
7004700;1;1;3;1;6;2;1
7004701;1;1;1;1;4;1;1
7004702;1;1;1;1;4;1;1
7004703;1;1;1;1;4;1;1
7004704;1;1;1;1;4;1;1
7004707;1;1;1;1;4;1;1
7004708;1;1;1;1;6;1;1
7004709;1;1;1;1;6;1;1
7004710;1;1;1;1;4;1;1
7004711;1;1;1;1;4;1;1
7004713;1;1;3;1;4;2;1
7004714;1;1;3;2;4;2;2
7004717;1;1;3;1;4;1;1
7004718;1;1;2;1;4;1;1
7004719;1;1;2;1;6;1;1
7004720;1;1;2;1;4;1;1
7004721;1;1;2;1;6;1;1
7004722;1;1;2;1;4;2;1
7004723;1;1;2;1;6;2;1
7004724;1;1;2;1;4;1;1
7004725;1;1;2;1;6;2;1
7004727;1;1;2;1;6;2;1
7004728;1;1;2;6;4;2;1
7004729;1;1;3;1;6;2;2
7004730;1;1;3;5;2;2;2
7004731;1;1;2;1;6;1;1
7004732;1;1;2;1;6;1;1
7004733;1;1;2;1;6;1;1
7004734;1;1;2;1;6;1;1
7004735;1;1;2;1;6;1;1
7004736;1;1;2;1;6;1;1
7004737;1;1;2;1;4;1;1
7004738;1;1;3;3;6;2;2
7004739;1;1;2;1;6;1;1
7004740;1;1;2;1;6;1;1
7004741;1;1;3;5;5;2;2
7004743;1;1;3;5;7;2;1
7004744;1;1;3;1;4;2;2
7004745;1;1;3;1;7;2;2
7004746;1;1;3;5;6;2;2
7004747;1;1;3;5;6;2;1
7004748;1;1;3;5;7;2;1
7004749;1;1;3;1;6;2;1
7004750;1;1;3;1;6;2;2
7004751;1;1;3;5;5;2;2
7004752;1;1;3;3;6;2;2
7004753;1;1;3;3;6;2;2
7004754;1;1;1;1;4;1;1
7004755;1;1;3;1;4;2;2
7004756;1;1;3;1;4;2;2
7004757;1;1;1;1;4;1;1
7004758;1;1;1;1;6;1;1
7004759;1;1;1;1;6;1;1
7004760;1;1;1;1;4;1;1
7004761;1;1;1;1;4;1;1
7004763;1;1;1;1;4;1;1
7004764;1;1;1;1;4;1;1
7004765;1;1;1;1;4;1;1
7004766;1;1;1;1;4;1;1
7004767;1;1;1;1;4;1;1
7004768;1;1;1;1;4;1;1
7004769;1;1;2;3;6;1;1
7004770;1;1;2;1;4;1;1
7004771;1;1;3;4;5;2;2
7004772;1;1;2;1;4;1;1
7004773;1;1;2;1;6;1;1
7004774;1;1;2;1;6;1;1
7004775;1;1;2;1;4;1;1
7004776;1;1;2;1;6;1;1
7004777;1;1;2;1;6;1;1
7004778;1;1;2;1;4;1;1
7004779;1;1;2;1;4;1;1
7004780;1;1;2;1;6;1;1
7004781;1;1;2;1;4;1;1
7004782;1;1;2;1;4;1;1
7004783;1;1;2;1;4;1;1
7004784;1;1;2;1;4;1;1
7004785;1;1;2;1;6;1;1
7004786;1;1;1;1;4;1;1
7004787;1;1;1;1;4;1;1
7004788;1;1;1;1;4;1;1
7004789;1;1;2;1;4;1;1
7004790;1;1;2;1;6;1;1
7004791;1;1;2;1;4;1;1
7004793;1;1;2;1;4;1;1
7004794;1;1;2;1;4;1;1
7004795;1;1;2;1;4;1;1
7004796;1;1;2;1;6;1;1
7004797;1;1;2;1;4;1;1
7004798;1;1;2;1;4;1;1
7004799;1;1;2;1;4;1;1
7004800;1;1;2;1;6;2;1
7004801;1;1;2;1;6;2;1
7004802;1;1;2;1;6;2;1
7004803;1;1;2;1;4;1;1
7004804;1;1;2;1;4;1;1
7004805;1;1;2;1;6;2;1
7004806;1;1;2;1;6;2;1
7004807;1;1;1;1;6;1;1
7004808;1;1;1;1;6;1;1
7004809;1;1;1;1;6;1;1
