DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;P3;P4005;P4015;P8520S3;P8520S5
7257410;1;1;2;1;6;2;1
7257411;1;1;2;1;6;2;1
7257412;1;1;2;1;6;2;1
7257414;1;1;2;1;6;2;1
7257415;1;1;2;1;6;2;1
7257416;1;1;2;1;6;2;1
7257417;1;1;2;1;6;2;1
7257418;1;1;2;1;4;2;1
7257421;1;1;1;1;4;1;1
7257423;1;1;1;1;4;1;1
7257424;1;1;1;1;4;1;1
7257425;1;1;1;1;4;1;1
7257426;1;1;1;1;4;1;1
7257427;1;1;1;1;4;2;2
7257428;1;1;1;1;4;2;2
7257429;1;1;1;1;6;2;2
7257430;1;1;1;1;4;2;2
7257431;1;1;1;1;6;2;2
7257432;1;1;1;1;4;2;2
7257433;1;1;1;1;4;2;2
7257434;1;1;1;1;4;2;2
7257435;1;1;1;1;6;2;2
7257436;1;1;1;1;4;2;2
7257437;1;1;1;1;6;2;2
7257438;1;1;1;1;4;2;2
7257439;1;1;1;1;4;2;1
7257440;1;1;1;1;4;2;1
7257441;1;1;1;1;4;2;1
7257442;1;1;1;1;6;2;1
7257443;1;1;1;1;4;2;1
7257444;1;1;1;1;4;2;1
7257445;1;1;1;1;4;2;1
7257446;1;1;1;1;4;2;2
7257447;1;1;1;5;7;2;2
7257450;1;1;1;1;4;2;1
7257452;1;1;1;1;4;2;1
7257453;1;1;1;1;4;2;1
7257454;1;1;1;1;4;2;1
7257455;1;1;1;1;4;2;1
7257456;1;1;1;1;6;2;1
7257457;1;1;1;1;4;2;1
7257458;1;1;1;1;4;2;1
7257459;1;1;1;1;4;2;1
7257460;1;1;1;1;4;2;1
7257461;1;1;1;1;4;2;1
7257462;1;1;1;1;4;2;1
7257463;1;1;1;1;4;2;1
7257464;1;1;1;9;7;2;1
7257465;1;1;1;9;7;2;1
7257467;1;1;1;1;4;2;1
7257468;1;1;1;1;6;2;1
7257469;1;1;1;1;4;2;1
7257470;1;1;1;1;6;2;1
7257471;1;1;1;1;6;2;1
7257473;1;1;1;1;4;2;1
7257474;1;1;1;9;7;2;1
7257475;1;1;1;1;4;2;1
7257476;1;1;1;1;6;2;1
7257477;1;1;1;1;7;2;1
7257478;1;1;1;1;7;2;1
7257479;1;1;1;1;4;2;1
7257480;1;1;1;1;4;2;1
7257481;1;1;1;1;6;2;1
7257482;1;1;1;1;7;2;1
7257483;1;1;1;1;7;2;1
7257484;1;1;1;1;6;2;1
7257485;1;1;2;1;6;2;2
7257486;1;1;2;1;4;2;2
7257487;1;1;2;1;6;2;2
7257489;1;1;2;1;6;2;2
7257490;1;1;2;1;4;2;2
7257491;1;1;2;1;6;2;2
7257492;1;1;2;1;6;2;2
7257493;1;1;2;1;4;2;2
7257494;1;1;2;1;5;2;2
7257495;1;1;2;1;6;2;2
7257496;1;1;2;1;4;2;2
7257498;1;1;2;1;6;2;1
7257499;1;1;2;1;4;2;1
7257500;1;1;2;1;6;2;1
7257501;1;1;2;1;4;2;1
7257502;1;1;2;1;6;2;1
7257503;1;1;2;1;4;2;2
7257504;1;1;2;1;4;2;1
7257505;1;1;2;5;7;2;1
7257506;1;1;2;1;4;2;1
7257507;1;1;2;1;6;2;1
7257508;1;1;2;5;6;2;2
7257509;1;1;2;5;7;2;2
7257510;1;1;2;5;7;2;2
7257511;1;1;2;1;4;2;2
7257513;1;1;2;5;6;2;2
7257514;1;1;2;5;6;2;2
7257515;1;1;1;1;6;1;1
7257516;1;1;1;1;4;1;1
7257518;1;1;1;1;6;1;1
7257519;1;1;1;1;4;1;1
7257520;1;1;1;1;6;1;1
7257521;1;1;1;1;4;1;1
7257523;1;1;1;1;4;1;1
7257524;1;1;1;1;4;1;1
7257525;1;1;1;1;6;1;1
7257526;1;1;1;1;6;1;1
7257527;1;1;1;1;6;1;1
7257528;1;1;1;1;4;1;1
7257529;1;1;1;1;6;2;2
7257530;1;1;1;1;6;1;2
7257531;1;1;1;1;6;2;2
7257533;1;1;1;1;6;1;2
7257534;1;1;1;1;6;1;2
7257535;1;1;1;1;4;2;2
7257536;1;1;1;5;7;2;2
7257537;1;1;1;1;6;1;1
7257538;1;1;1;1;6;2;1
7257539;1;1;1;1;6;1;1
7257540;1;1;1;1;6;1;1
7257541;1;1;1;1;6;2;1
7257542;1;1;1;1;6;2;2
7257543;1;1;1;4;6;2;1
7257544;1;1;1;1;6;1;1
7257545;1;1;1;4;6;2;1
7257546;1;1;1;3;6;2;2
7257547;1;1;1;1;6;1;1
7257548;1;1;1;1;6;2;2
7257549;1;1;1;3;6;2;2
7257551;1;1;1;3;6;2;1
7257554;1;1;1;1;4;1;2
7257555;1;1;1;1;4;2;2
7257556;1;1;1;1;6;2;2
7257557;1;1;1;1;4;2;2
7257560;1;1;1;5;6;2;1
7257565;1;1;1;1;4;2;2
7257566;1;1;1;1;4;2;2
7257567;1;1;1;1;4;2;2
7257568;1;1;1;1;4;2;2
7257569;1;1;1;1;4;2;2
7257570;1;1;1;1;4;2;2
7257571;1;1;1;1;4;2;2
7257572;1;1;1;1;4;2;2
7257573;1;1;1;1;4;2;2
7257574;1;1;1;5;6;2;2
7257575;1;1;1;1;4;2;2
7257576;1;1;1;5;6;2;1
7257580;1;1;1;5;5;2;1
7257581;1;1;1;1;4;2;1
7257582;1;1;1;5;6;2;2
7257583;1;1;1;5;5;2;2
7257584;1;1;1;1;4;2;1
7257585;1;1;1;1;6;2;2
7257587;1;1;1;5;5;2;2
7257590;1;1;1;1;4;2;2
7257593;1;1;1;5;4;2;1
7257596;1;1;1;1;6;2;2
7257598;1;1;1;1;4;2;2
7257600;1;1;1;1;4;2;2
7257602;1;1;1;1;4;2;2
7257603;1;1;1;1;4;2;1
7257606;1;1;1;1;4;2;2
7257607;1;1;1;1;4;2;2
7257608;1;1;1;1;4;2;2
7257609;1;1;1;1;6;1;1
7257610;1;1;1;1;4;1;1
7257611;1;1;1;1;4;1;1
7257612;1;1;1;1;4;1;1
7257613;1;1;1;1;4;1;1
7257614;1;1;1;1;4;1;1
7257615;1;1;1;1;4;1;1
7257616;1;1;1;1;4;1;1
7257617;1;1;1;1;4;1;1
7257618;1;1;1;1;4;1;1
7257619;1;1;1;1;4;1;1
7257620;1;1;1;1;4;1;1
7257621;1;1;1;1;6;1;1
7257623;1;1;1;1;4;1;1
7257624;1;1;1;1;6;1;1
7257625;1;1;1;5;7;2;2
7257626;1;1;1;5;7;2;2
7257627;1;1;1;5;7;2;2
7257629;1;1;1;1;4;1;1
7257630;1;1;1;1;6;2;2
7257631;1;1;1;1;6;2;2
7257632;1;1;1;1;4;1;1
7257633;1;1;1;1;6;2;2
7257634;1;1;1;1;6;2;2
7257636;1;1;1;1;6;2;2
7257637;1;1;1;5;7;2;2
7257638;1;1;1;1;4;1;1
7257639;1;1;1;1;4;1;1
7257640;1;1;1;1;4;1;1
7257641;1;1;1;1;6;1;1
7257642;1;1;1;1;4;1;1
7257643;1;1;1;1;4;1;1
7257645;1;1;3;1;6;2;2
7257646;1;1;3;9;7;2;2
7257647;1;1;3;1;6;2;2
7257648;1;1;3;1;6;2;1
7257649;1;1;3;1;6;2;2
7257650;1;1;3;1;6;2;2
7257651;1;1;3;5;6;2;2
7257652;1;1;3;5;7;2;2
7257653;1;1;3;5;6;2;2
7257654;1;1;3;1;6;2;2
7257655;1;1;3;3;6;2;2
7257663;1;1;3;4;7;2;2
7257664;1;1;3;5;7;2;2
7257665;1;1;3;1;7;2;2
7257668;1;1;3;5;7;2;2
7257669;1;1;3;1;7;2;2
7257670;1;1;3;4;7;2;2
7257672;1;1;3;5;7;2;2
7257673;1;1;3;1;7;2;2
7257675;1;1;3;5;7;2;2
7257677;1;1;3;5;7;2;2
7257678;1;1;3;5;7;2;2
7257680;1;1;3;5;7;2;2
7257681;1;1;1;1;4;1;1
7257682;1;1;1;1;4;1;1
7257683;1;1;1;1;4;1;1
7257684;1;1;1;1;4;1;1
7257686;1;1;1;1;4;1;1
7257687;1;1;1;1;6;1;1
7257688;1;1;1;1;4;1;1
7257690;1;1;1;1;6;1;1
7257691;1;1;1;1;4;1;1
7257692;1;1;1;1;7;1;1
7257693;1;1;1;1;4;1;1
7257694;1;1;1;5;7;1;1
7257695;1;1;1;1;4;1;1
7257697;1;1;1;1;7;1;1
7257698;1;1;1;1;4;1;1
7257699;1;1;1;1;4;1;1
7257700;1;1;1;1;6;1;1
7257701;1;1;1;1;4;1;1
7257702;1;1;1;1;7;2;1
7257703;1;1;1;3;7;2;1
7257704;1;1;1;4;7;2;1
7257705;1;1;1;4;6;2;1
7257706;1;1;1;3;7;2;1
7257707;1;1;1;3;7;2;1
7257708;1;1;1;4;7;2;1
7257710;1;1;1;1;6;2;1
7257712;1;1;1;1;6;2;1
7257713;1;1;1;4;7;2;1
7257714;1;1;1;1;6;2;1
7257716;1;1;2;1;6;2;1
7257717;1;1;2;1;6;2;1
7257718;1;1;2;1;6;2;1
7257719;1;1;2;1;6;2;1
7257720;1;1;2;4;7;2;1
7257721;1;1;2;1;6;2;1
7257724;1;1;2;1;6;2;1
7257725;1;1;2;1;6;2;1
7257726;1;1;2;1;6;2;1
7257727;1;1;2;1;6;2;1
7257728;1;1;2;1;6;2;1
7257729;1;1;2;1;6;2;1
7257730;1;1;2;1;6;2;1
7257731;1;1;2;1;6;2;1
7257732;1;1;2;1;6;2;1
7257733;1;1;2;1;6;2;1
7257734;1;1;2;3;6;2;1
7257735;1;1;1;1;4;1;1
7257736;1;1;1;1;6;1;1
7257737;1;1;1;5;6;1;1
7257738;1;1;1;1;6;1;1
7257739;1;1;1;1;4;1;1
7257740;1;1;1;1;6;1;1
7257741;1;1;1;1;4;1;1
7257743;1;1;1;1;4;1;1
7257744;1;1;1;1;4;1;1
7257745;1;1;1;1;4;1;1
7257746;1;1;1;1;4;1;1
7257748;1;1;1;1;4;1;1
7257749;1;1;1;1;4;1;1
7257750;1;1;1;1;4;1;1
7257751;1;1;1;1;3;1;1
7257752;1;1;1;1;4;1;1
7257753;1;1;1;1;2;1;1
7257754;1;1;1;1;4;1;1
7257755;1;1;1;1;4;1;1
7257756;1;1;1;1;4;1;1
7257757;1;1;1;1;4;1;1
7257758;1;1;1;1;4;1;1
7257759;1;1;1;1;4;2;1
7257760;1;1;1;1;4;1;1
7257761;1;1;1;1;4;1;1
7257762;1;1;1;1;4;1;1
7257763;1;1;1;1;6;1;1
7257764;1;1;1;1;4;2;1
7257766;1;1;1;1;6;2;1
7257767;1;1;1;1;6;1;1
7257768;1;1;1;1;4;2;1
7257769;1;1;1;1;6;2;1
7257770;1;1;1;1;6;2;1
7257771;1;1;1;1;6;2;1
7257772;1;1;1;1;4;2;1
7257773;1;1;1;1;6;1;1
7257775;1;1;1;1;6;1;1
7257778;1;1;1;4;5;1;1
7257779;1;1;1;1;6;1;1
7257780;1;1;1;1;4;1;1
7257781;1;1;1;1;4;1;1
7257782;1;1;1;1;4;1;1
7257783;1;1;1;3;6;1;1
7257784;1;1;1;3;6;1;1
7257785;1;1;1;1;6;1;1
7257786;1;1;1;1;7;2;1
7257787;1;1;1;3;6;1;1
7257788;1;1;1;3;6;1;1
7257789;1;1;1;1;4;1;1
7257791;1;1;1;1;4;1;1
7257792;1;1;1;1;6;1;1
7257794;1;1;1;1;4;1;1
7257795;1;1;1;1;4;1;1
7257797;1;1;1;1;6;1;1
7257798;1;1;1;5;6;1;1
7257799;1;1;1;1;6;1;1
7257800;1;1;1;1;6;1;1
7257801;1;1;1;1;7;1;1
7257802;1;1;1;4;7;1;1
7257804;1;1;1;1;6;1;1
7257805;1;1;1;3;6;1;1
7257806;1;1;1;1;7;1;1
7257807;1;1;1;1;6;1;1
7257808;1;1;1;1;6;1;1
7257810;1;1;1;1;6;1;1
7257811;1;1;1;1;6;1;1
7257812;1;1;1;1;6;1;1
7257813;1;1;1;1;4;1;1
7257814;1;1;1;1;4;1;1
7257815;1;1;1;1;6;1;1
7257816;1;1;1;1;6;1;1
7257817;1;1;1;1;6;1;1
7257818;1;1;1;1;4;1;1
7257819;1;1;1;1;6;1;1
7257820;1;1;1;1;4;1;1
7257821;1;1;1;1;4;1;1
7257822;1;1;1;1;4;1;1
7257824;1;1;1;1;6;1;1
7257825;1;1;1;1;4;2;1
7257826;1;1;1;1;4;2;1
7257827;1;1;1;1;6;2;1
7257828;1;1;1;1;6;2;2
7257829;1;1;1;1;6;2;2
7257830;1;1;1;1;4;2;1
7257831;1;1;1;1;6;2;1
7257832;1;1;1;1;6;2;1
7257833;1;1;1;1;6;2;1
7257834;1;1;1;1;6;2;2
7257835;1;1;1;1;6;2;2
7257837;1;1;3;1;6;2;2
7257852;1;1;1;5;7;2;1
7257853;1;1;1;1;6;2;1
7257854;1;1;2;1;6;2;1
7257855;1;1;2;1;7;2;1
7257856;1;1;2;1;7;2;1
7257857;1;1;2;7;7;2;1
7257858;1;1;2;4;7;2;1
7257859;1;1;2;1;7;2;1
7257860;1;1;2;3;7;2;1
7257861;1;1;2;1;7;2;1
7257862;1;1;2;1;7;2;1
7257863;1;1;2;1;7;2;1
7257864;1;1;2;1;7;2;1
7257865;1;1;2;1;7;2;1
7257866;1;1;2;1;7;2;1
7257873;1;1;3;5;7;2;1
7257874;1;1;3;5;7;2;1
7257875;1;1;3;3;7;2;1
7257876;1;1;3;5;7;2;1
7257877;1;1;3;3;7;2;2
7257878;1;1;3;3;7;2;1
7257879;1;1;3;9;7;2;1
7257880;1;1;3;4;7;2;2
7257881;1;1;3;4;7;2;2
7257883;1;1;3;9;5;2;1
7257886;1;1;3;3;7;2;1
7257887;1;1;3;1;6;2;1
7257888;1;1;3;3;7;2;1
7257890;1;1;3;1;7;2;1
7257891;1;1;3;3;7;2;1
7257892;1;1;3;1;7;2;1
7257893;1;1;3;4;7;2;1
7257894;1;1;3;4;7;2;1
7257895;1;1;3;1;6;2;1
7257896;1;1;3;1;6;2;1
7257897;1;1;3;1;6;2;1
7257898;1;1;3;3;7;2;1
7257899;1;1;1;5;7;2;1
7257900;1;1;1;5;7;2;1
7257901;1;1;1;1;7;2;1
7257905;1;1;1;1;6;2;1
7257906;1;1;2;1;7;2;2
7257907;1;1;2;1;4;2;1
7257908;1;1;2;5;7;2;1
7257909;1;1;2;1;6;2;1
7257910;1;1;2;5;7;2;1
7257911;1;1;2;5;7;2;1
7257912;1;1;2;1;7;2;1
7257913;1;1;2;5;7;2;1
7257914;1;1;2;5;7;2;1
7257915;1;1;2;1;7;2;1
7257916;1;1;2;1;7;2;1
7257918;1;1;2;3;7;2;1
7257919;1;1;2;5;7;2;1
7257920;1;1;2;3;7;2;1
7257921;1;1;3;4;7;2;2
7257922;1;1;3;1;6;2;2
7257923;1;1;3;1;6;2;2
7257924;1;1;3;5;7;2;1
7257925;1;1;3;1;7;2;2
7257926;1;1;3;3;7;2;1
7257927;1;1;3;5;7;2;2
7257928;1;1;3;5;7;2;2
7257929;1;1;3;5;7;2;2
7257930;1;1;3;1;6;2;2
7257931;1;1;3;1;6;2;2
7257932;1;1;3;5;7;2;2
7257933;1;1;3;1;7;2;2
7257934;1;1;3;1;6;2;2
7257935;1;1;1;1;4;1;1
7257937;1;1;1;1;6;1;1
7257938;1;1;1;1;4;1;1
7257940;1;1;1;1;4;1;1
7257942;1;1;1;1;4;1;1
7257944;1;1;1;1;4;1;1
7257945;1;1;1;1;4;1;1
7257946;1;1;1;1;4;1;1
7257948;1;1;1;1;4;1;1
7257949;1;1;2;1;6;1;1
7257950;1;1;2;1;6;1;1
7257951;1;1;2;1;6;1;1
7257952;1;1;2;1;6;1;1
7257953;1;1;2;1;6;1;2
7257954;1;1;2;1;4;1;1
7257955;1;1;2;1;6;1;2
7257956;1;1;2;1;6;1;1
7257957;1;1;2;1;6;1;1
7257958;1;1;2;1;4;1;2
7257959;1;1;2;1;6;1;1
7257960;1;1;2;1;6;1;1
7257961;1;1;2;1;4;1;1
7257962;1;1;2;1;6;1;1
7257963;1;1;2;1;6;1;1
7257964;1;1;2;1;6;1;1
7257965;1;1;2;1;4;1;1
7257966;1;1;2;1;6;1;1
7257967;1;1;2;1;4;1;1
7257968;1;1;2;1;6;1;1
7257970;1;1;2;1;6;1;1
7257971;1;1;2;1;5;1;1
7257972;1;1;2;3;6;1;1
7257973;1;1;2;3;6;1;1
7257974;1;1;2;1;4;1;1
7257975;1;1;2;1;6;1;1
7257978;1;1;2;3;6;1;1
7257979;1;1;2;1;7;1;1
7257980;1;1;2;1;7;1;1
7257981;1;1;2;1;6;1;1
7257982;1;1;2;4;7;1;1
7257985;1;1;2;1;6;1;1
7257988;1;1;2;1;6;1;1
7257989;1;1;2;1;4;1;1
7257990;1;1;2;1;6;1;1
7257991;1;1;2;1;6;1;1
7257992;1;1;2;1;6;1;1
7257993;1;1;2;1;6;1;1
7257996;1;1;2;1;6;1;1
7257997;1;1;2;1;4;1;1
7257998;1;1;2;1;4;1;1
7257999;1;1;2;1;4;1;1
7258000;1;1;2;3;6;2;1
7258001;1;1;2;1;6;2;1
7258003;1;1;2;1;4;2;1
7258004;1;1;2;3;7;2;1
7258005;1;1;2;4;6;1;1
7258006;1;1;2;4;6;2;1
7258007;1;1;2;1;6;2;1
7258008;1;1;2;1;6;2;1
7258009;1;1;2;1;4;2;1
7258010;1;1;1;1;6;1;1
7258011;1;1;1;5;6;1;1
7258012;1;1;1;1;4;1;1
7258013;1;1;1;1;6;1;1
7258014;1;1;1;1;4;1;1
7258015;1;1;1;1;4;1;1
7258016;1;1;1;1;4;1;1
7258017;1;1;1;1;6;1;1
7258018;1;1;1;1;4;1;1
7258019;1;1;1;1;4;1;1
7258020;1;1;1;1;6;1;1
7258021;1;1;1;1;6;1;1
7258022;1;1;1;1;4;1;1
7258023;1;1;1;1;4;1;1
7258024;1;1;1;1;6;1;1
7258025;1;1;1;1;6;1;1
7258026;1;1;1;1;6;1;1
7258027;1;1;1;1;6;1;1
7258028;1;1;1;1;4;1;1
7258029;1;1;1;1;6;1;1
7258030;1;1;1;5;6;1;1
7258031;1;1;1;1;4;1;1
7258032;1;1;1;1;4;1;1
7258033;1;1;1;1;6;1;1
7258034;1;1;1;5;5;1;1
7258035;1;1;1;1;6;1;1
7258036;1;1;1;1;6;1;1
7258037;1;1;1;1;6;1;1
7258038;1;1;3;5;5;2;2
7258039;1;1;3;5;5;2;1
7258040;1;1;3;5;6;2;2
7258041;1;1;3;5;6;2;2
7258042;1;1;3;5;7;2;2
7258043;1;1;3;5;5;2;1
7258044;1;1;3;5;6;2;2
7258045;1;1;3;1;6;2;2
7258046;1;1;3;5;6;2;2
7258047;1;1;3;5;6;2;2
7258048;1;1;3;1;6;2;1
7258049;1;1;3;5;2;2;1
7258051;1;1;2;1;6;2;1
7258052;1;1;3;5;6;2;2
7258053;1;1;3;5;7;2;2
7258054;1;1;3;1;4;2;2
7258056;1;1;3;5;5;2;2
7258057;1;1;3;1;4;2;2
7258058;1;1;3;5;6;2;2
7258059;1;1;3;5;7;2;2
7258060;1;1;3;1;6;2;2
7258061;1;1;3;1;6;2;2
7258062;1;1;3;1;6;2;2
7258064;1;1;3;5;6;2;2
7258065;1;1;3;5;6;2;2
7258066;1;1;3;1;6;2;2
7258067;1;1;3;1;6;2;2
7258069;1;1;3;5;7;2;2
7258070;1;1;3;5;6;2;2
7258071;1;1;3;1;6;2;2
7258072;1;1;3;5;5;2;2
7258073;1;1;3;5;6;2;2
7258074;1;1;2;5;5;2;1
7258075;1;1;2;5;6;2;1
7258076;1;1;2;5;6;1;1
7258077;1;1;2;1;6;2;1
7258078;1;1;2;1;7;2;1
7258079;1;1;2;1;7;1;1
7258080;1;1;2;5;6;1;1
7258081;1;1;2;9;6;1;1
7258082;1;1;2;5;5;1;1
7258083;1;1;3;5;6;2;2
7258084;1;1;3;5;6;2;2
7258085;1;1;3;1;4;2;2
7258086;1;1;3;1;6;2;2
7258087;1;1;3;5;6;2;2
7258088;1;1;3;5;7;2;2
7258089;1;1;3;1;7;2;2
7258090;1;1;3;5;6;2;2
7258091;1;1;3;1;6;2;2
7258092;1;1;3;1;6;2;2
7258093;1;1;3;1;6;2;2
7258094;1;1;3;1;7;2;2
7258095;1;1;1;1;6;1;1
7258096;1;1;1;1;6;1;1
7258097;1;1;1;1;4;1;1
7258099;1;1;1;1;7;1;1
7258100;1;1;1;1;6;1;1
7258101;1;1;1;1;6;1;1
7258102;1;1;1;1;6;1;1
7258103;1;1;1;1;6;1;1
7258104;1;1;1;1;6;1;1
7258105;1;1;1;1;6;1;1
7258107;1;1;1;1;6;1;1
7258108;1;1;1;1;4;1;1
7258109;1;1;1;1;6;1;1
7258110;1;1;1;1;6;1;1
7258111;1;1;1;1;4;1;1
7258112;1;1;1;1;6;1;1
7258114;1;1;3;1;6;1;1
7258115;1;1;3;1;4;2;1
7258117;1;1;3;1;6;2;1
7258118;1;1;1;1;6;1;1
7258119;1;1;1;1;6;1;1
7258121;1;1;3;1;6;2;1
7258122;1;1;3;1;6;2;1
7258123;1;1;3;1;4;1;1
7258124;1;1;3;1;6;2;1
7258125;1;1;3;5;6;2;1
7258126;1;1;3;1;6;2;1
7258128;1;1;3;1;6;2;2
7258129;1;1;3;5;6;2;1
7258130;1;1;3;1;6;2;2
7258132;1;1;3;5;6;2;2
7258134;1;1;3;5;6;2;2
7258135;1;1;3;1;6;2;2
7258136;1;1;3;1;6;2;2
7258137;1;1;3;1;6;2;2
7258138;1;1;3;1;6;2;2
7258139;1;1;3;1;6;2;2
7258140;1;1;3;1;6;2;2
7258141;1;1;3;1;6;2;2
7258142;1;1;3;5;6;2;2
7258143;1;1;3;5;6;2;2
7258145;1;1;1;1;6;1;1
7258146;1;1;1;1;6;1;1
7258147;1;1;1;1;6;1;1
7258148;1;1;1;1;6;1;1
7258149;1;1;1;1;6;1;1
7258150;1;1;1;1;6;1;1
7258151;1;1;1;1;6;1;1
7258153;1;1;1;1;6;1;1
7258154;1;1;1;1;6;1;1
7258156;1;1;1;1;6;1;1
7258157;1;1;1;1;4;1;1
7258158;1;1;1;1;6;1;1
7258159;1;1;1;1;4;1;1
7258160;1;1;1;1;4;1;1
7258161;1;1;1;1;4;1;1
7258162;1;1;1;1;4;1;1
7258163;1;1;1;1;4;1;1
7258164;1;1;1;1;4;1;1
7258165;1;1;1;1;6;1;1
7258166;1;1;1;1;6;1;1
7258167;1;1;1;1;6;1;1
7258168;1;1;1;1;6;1;1
7258169;1;1;1;1;6;1;1
7258170;1;1;1;1;4;1;1
7258172;1;1;1;1;6;1;1
7258173;1;1;1;1;6;1;1
7258174;1;1;1;1;6;1;1
7258175;1;1;1;1;6;1;1
7258176;1;1;1;1;6;1;1
7258178;1;1;1;1;4;1;1
7258179;1;1;1;1;6;1;1
7258180;1;1;1;1;6;1;1
7258181;1;1;1;1;6;1;1
7258182;1;1;1;1;6;1;1
7258184;1;1;1;1;6;1;1
7258185;1;1;1;1;6;1;1
7258186;1;1;1;1;6;1;1
7258187;1;1;1;1;4;1;1
7258189;1;1;2;5;6;1;2
7258190;1;1;2;5;6;1;2
7258191;1;1;2;1;6;1;2
7258192;1;1;2;5;6;1;2
7258193;1;1;2;5;6;1;2
7258194;1;1;2;1;6;1;2
7258195;1;1;2;1;6;1;2
7258197;1;1;2;1;6;1;2
7258199;1;1;3;1;6;2;2
7258200;1;1;3;5;5;2;2
7258201;1;1;3;1;6;2;2
7258202;1;1;3;1;6;2;2
7258203;1;1;3;5;7;2;2
7258204;1;1;3;1;4;2;2
7258205;1;1;3;1;6;2;2
7258206;1;1;3;1;6;2;2
7258207;1;1;3;1;6;2;2
7258208;1;1;3;1;6;2;2
7258209;1;1;1;1;4;1;1
7258210;1;1;1;1;4;1;1
7258211;1;1;1;1;4;1;1
7258212;1;1;1;1;6;1;1
7258214;1;1;1;1;4;1;1
7258215;1;1;1;1;4;1;1
7258216;1;1;1;1;4;1;1
7258217;1;1;1;1;6;1;1
7258218;1;1;1;1;4;1;1
7258219;1;1;1;1;4;1;1
7258220;1;1;1;1;6;1;1
7258221;1;1;1;1;4;1;1
7258222;1;1;1;1;4;1;1
7258223;1;1;1;1;6;1;1
7258224;1;1;1;1;4;1;1
7258225;1;1;1;1;4;1;1
7258227;1;1;1;1;4;1;1
7258228;1;1;1;1;6;1;1
7258229;1;1;1;1;4;1;1
7258231;1;1;1;1;4;1;1
7258232;1;1;1;1;6;1;1
7258233;1;1;1;1;4;1;1
7258234;1;1;1;1;6;1;1
7258235;1;1;1;1;4;1;1
7258237;1;1;1;1;4;1;1
7258238;1;1;1;1;4;1;1
7258239;1;1;1;1;6;1;1
7258240;1;1;1;1;4;1;1
7258241;1;1;1;1;4;1;1
7258242;1;1;1;1;4;1;1
7258244;1;1;1;1;4;1;1
7258246;1;1;1;5;7;1;1
7258247;1;1;1;1;6;1;1
7258248;1;1;1;1;6;1;1
7258249;1;1;1;1;6;1;1
7258252;1;1;1;1;4;1;1
7258254;1;1;1;1;4;1;1
7258256;1;1;3;5;5;2;1
7258257;1;1;3;1;4;2;1
7258258;1;1;3;1;6;2;1
7258259;1;1;3;1;6;2;1
7258260;1;1;3;5;7;2;1
7258261;1;1;3;1;4;2;1
7258262;1;1;3;1;4;2;1
7258264;1;1;3;5;6;2;1
7258265;1;1;3;5;4;2;1
7258266;1;1;3;5;7;2;1
7258267;1;1;3;5;7;2;1
7258268;1;1;3;1;6;2;2
7258269;1;1;3;1;4;2;1
7258271;1;1;3;1;6;2;1
7258274;1;1;3;1;4;2;1
7258275;1;1;3;5;6;2;1
7258276;1;1;3;1;6;2;1
7258277;1;1;3;5;7;2;1
7258279;1;1;3;1;4;2;1
7258280;1;1;3;1;4;2;1
7258281;1;1;1;1;4;1;1
7258282;1;1;3;1;4;2;1
7258284;1;1;3;4;4;2;1
7258285;1;1;3;1;6;2;1
7258289;1;1;3;3;6;2;1
7258290;1;1;3;1;6;1;1
7258291;1;1;3;1;6;2;1
7258292;1;1;3;3;6;2;1
7258293;1;1;3;1;6;2;1
7258294;1;1;1;1;6;1;1
7258296;1;1;3;1;6;2;1
7258297;1;1;3;1;6;1;1
7258298;1;1;3;1;6;2;1
7258299;1;1;3;1;6;2;1
7258300;1;1;3;1;6;2;1
7258301;1;1;3;3;6;2;1
7258302;1;1;3;3;6;2;1
7258303;1;1;3;1;6;2;1
7258304;1;1;3;1;6;2;1
7258305;1;1;3;7;7;2;1
7258306;1;1;3;3;6;2;1
7258307;1;1;3;4;7;2;1
7258308;1;1;3;1;7;2;1
7258309;1;1;3;1;4;2;1
7258311;1;1;3;1;4;2;1
7258312;1;1;3;4;6;2;1
7258313;1;1;3;1;4;1;1
7258314;1;1;3;1;4;2;2
7258315;1;1;3;1;6;2;2
7258316;1;1;3;1;7;2;2
7258317;1;1;3;1;4;2;2
7258318;1;1;3;1;6;2;2
7258319;1;1;3;1;4;2;2
7258320;1;1;3;9;6;2;2
7258321;1;1;3;1;6;2;2
7258322;1;1;3;1;6;2;2
7258323;1;1;3;1;6;2;2
7258324;1;1;1;1;4;1;1
7258326;1;1;1;1;4;1;1
7258327;1;1;1;1;4;1;1
7258329;1;1;1;1;4;1;1
7258330;1;1;1;1;4;1;1
7258331;1;1;1;1;4;1;1
7258332;1;1;1;1;4;1;1
7258334;1;1;1;1;4;1;1
7258335;1;1;1;1;4;1;1
7258337;1;1;1;1;4;1;1
7258338;1;1;3;1;6;2;1
7258339;1;1;3;1;4;2;1
7258340;1;1;3;1;6;1;1
7258341;1;1;3;4;6;2;1
7258342;1;1;3;1;6;2;1
7258343;1;1;3;1;4;2;1
7258344;1;1;3;1;6;2;1
7258345;1;1;3;1;6;2;1
7258347;1;1;3;1;6;2;1
7258350;1;1;3;1;6;2;1
7258351;1;1;3;1;6;2;1
7258352;1;1;1;1;4;1;1
